frame,track_id,name,confidence,inference_time_ms,pose,pose_confidence,is_locked,consecutive_back_frames,frames_since_face,ground_truth,dataset_predicted,dataset_confidence
218,7,myke,0.7806665326414466,17.247438430786133,back_view,0.8999999999999999,True,5,35,,,
218,4,Unknown,0.0,28.056621551513672,partial_back,0.5,False,16,81,,,
220,3,Unknown,0.0,8.703947067260742,profile,0.5,False,0,94,,,
220,4,Unknown,0.0,24.14989471435547,partial_back,0.5,False,17,82,,,
222,3,Unknown,0.0,10.596036911010742,profile,0.5,False,0,95,,,
222,4,Unknown,0.0,28.331279754638672,partial_back,0.5,False,18,83,,,
222,7,myke,0.7830246098248111,19.062042236328125,back_view,0.8999999999999999,True,6,36,,,
224,3,Unknown,0.0,10.561227798461914,profile,0.5,False,0,96,,,
224,4,Unknown,0.0,24.5668888092041,partial_back,0.5,False,19,84,,,
224,7,myke,0.7853873407696877,15.967130661010742,back_view,0.7,True,7,37,,,
226,3,Unknown,0.0,14.838933944702148,profile,0.5,False,0,97,,,
226,4,Unknown,0.0,23.879051208496094,partial_back,0.5,False,20,85,,,
226,7,myke,0.7877547158354162,18.146991729736328,back_view,0.7,True,8,38,,,
228,3,Unknown,0.0,10.388374328613281,profile,0.5,False,0,98,,,
228,4,Unknown,0.0,29.39629554748535,partial_back,0.5,False,21,86,,,
228,7,myke,0.7901267251816273,12.192010879516602,back_view,0.7,True,9,39,,,
230,3,Unknown,0.0,11.313915252685547,profile,0.5,False,0,99,,,
230,4,Unknown,0.0,35.61544418334961,partial_back,0.5,False,22,87,,,
230,7,myke,0.7925033587665479,13.509511947631836,back_view,0.7,True,10,40,,,
232,3,Unknown,0.0,10.564804077148438,profile,0.5,False,0,100,,,
232,4,Unknown,0.0,48.035383224487305,profile,0.5,False,0,88,,,
232,7,myke,0.7948846063452947,14.324426651000977,back_view,0.7,True,11,41,,,
234,3,Unknown,0.0,10.749340057373047,profile,0.5,False,0,101,,,
234,4,Unknown,0.0,39.63470458984375,profile,0.5,False,0,89,,,
234,7,myke,0.7972704574681561,19.661426544189453,back_view,0.7,True,12,42,,,
236,3,Unknown,0.0,10.731220245361328,profile,0.5,False,0,102,,,
236,4,Unknown,0.0,38.286685943603516,profile,0.5,False,0,90,,,
236,7,myke,0.799660901478862,23.262977600097656,back_view,0.7,True,13,43,,,
238,3,Unknown,0.0,11.013984680175781,profile,0.5,False,0,103,,,
238,4,Unknown,0.0,44.18754577636719,profile,0.5,False,0,91,,,
